audio_run_spiders, 1712135488.8251965, 1712135534.5880883, 45.76289176940918
audio_run_spiders, 1712135609.8217552, 1712135609.8217554, 2.384185791015625e-07
audio_run_spiders, 1712135647.009684, 1712135647.0096843, 2.384185791015625e-07
audio_run_spiders, 1712135786.3567765, 1712135796.4975863, 10.140809774398804
audio_run_spiders, 1712135816.7760859, 1712135859.1382236, 42.36213779449463
audio_run_spiders, 1712135995.635778, 1712135995.6357782, 2.384185791015625e-07
audio_run_spiders, 1712136079.337858, 1712136079.3378582, 2.384185791015625e-07
audio_run_spiders, 1712136096.9629493, 1712136104.976657, 8.013707637786865
audio_run_spiders, 1712136114.1359665, 1712136158.9759803, 44.8400137424469
audio_combine_csv, 1712136158.9761093, 1712136161.0662134, 2.090104103088379
